,Unnamed: 0,ID,ANIO,LESIONADOS,FALLECIDOS,LATITUD_Y,LONGITUD_X,PROVINCIA,CANTON,PARROQUIA,ZONA,FECHA,HORA,PERIODO_2,DIA_1,DIA_2,MES_1,MES_2,FERIADO,CAUSA_PROBABLE,TIPO_DE_SINIESTRO,TIPO_DE_VEHICULO_1,AUTOMOVIL,BICICLETA,BUS,CAMION,CAMIONETA,EMERGENCIAS,ESPECIAL,FURGONETA,MOTOCICLETA,NO_IDENTIFICADO,SCOOTER_ELECTRICO,TRICIMOTO,VEHICULO_DEPORTIVO_UTILITARIO,SUMA_DE_VEHICULOS,EDAD_1,SEXO_1,CONDICION_1,PARTICIPANTE_1,CASCO_1,CINTURON_1,KMeans_Cluster
10272,31917,31918,2018,2,0,-0.111251,-78.516745,PICHINCHA,QUITO,QUITO,URBANA,2018-02-13,00:00:00,0,MARTES,2,FEBRERO,2,SI,"CONDUCIR EN ESTADO DE SOMNOLENCIA O MALAS CONDICIONES FISICAS (SUENIO, CANSANCIO Y FATIGA).",OTROS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28,HOMBRE,LESIONADO,PASAJERO,NO,NO,0
10273,31918,31919,2018,0,0,-0.326265,-78.557167,PICHINCHA,QUITO,QUITO,URBANA,2018-02-13,00:02:00,0,MARTES,2,FEBRERO,2,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,AUTOMOVIL,1,0,0,0,0,0,0,0,0,1,0,0,0,2,22,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
10274,31919,31920,2018,0,0,-0.078577,-78.573345,PICHINCHA,QUITO,NONO,URBANA,2018-02-13,00:30:00,0,MARTES,2,FEBRERO,2,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,CAMIONETA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR AUSENTE,NO,NO,2
10275,31920,31921,2018,2,0,-0.017385,-78.328106,PICHINCHA,PEDRO MONCAYO,TOCACHI,RURAL,2018-02-13,00:35:00,0,MARTES,2,FEBRERO,2,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE FRONTAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,32,MUJER,LESIONADO,PASAJERO,NO,NO,3
10276,31924,31925,2018,1,0,-0.053124,-78.323473,PICHINCHA,QUITO,GUAYLLABAMBA,RURAL,2018-02-13,01:40:00,1,MARTES,2,FEBRERO,2,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE PISTA,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,MUJER,LESIONADO,PASAJERO,NO,NO,3
10277,31925,31926,2018,0,0,-0.199767,-78.428809,PICHINCHA,QUITO,CUMBAYA,URBANA,2018-02-13,03:15:00,3,MARTES,2,FEBRERO,2,SI,"CONDUCIR EN ESTADO DE SOMNOLENCIA O MALAS CONDICIONES FISICAS (SUENIO, CANSANCIO Y FATIGA).",ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,66,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
10278,31941,31942,2018,1,0,-0.172742,-78.471178,PICHINCHA,QUITO,QUITO,URBANA,2018-02-13,07:50:00,7,MARTES,2,FEBRERO,2,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,MOTOCICLETA,0,0,0,0,0,0,0,0,2,0,0,0,0,2,42,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
10279,31942,31943,2018,1,0,-0.172247,-78.492393,PICHINCHA,QUITO,QUITO,URBANA,2018-02-13,08:00:00,8,MARTES,2,FEBRERO,2,SI,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,PERDIDA DE PISTA,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
10280,31944,31945,2018,0,0,-0.193583,-78.507146,PICHINCHA,QUITO,QUITO,URBANA,2018-02-13,08:40:00,8,MARTES,2,FEBRERO,2,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,36,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
10281,31945,31946,2018,0,0,-0.194218,-78.482038,PICHINCHA,QUITO,QUITO,URBANA,2018-02-13,08:50:00,8,MARTES,2,FEBRERO,2,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,48,MUJER,ILESO,CONDUCTOR PRESENTE,NO,NO,0
10282,31950,31951,2018,0,0,-0.221786,-78.521702,PICHINCHA,QUITO,QUITO,URBANA,2018-02-13,11:42:00,11,MARTES,2,FEBRERO,2,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,50,MUJER,ILESO,PEATON,NO,NO,0
10283,31956,31957,2018,0,0,-0.049101,-78.342919,PICHINCHA,QUITO,GUAYLLABAMBA,RURAL,2018-02-13,13:45:00,13,MARTES,2,FEBRERO,2,SI,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,VEHICULO DEPORTIVO UTILITARIO,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
10284,31958,31959,2018,1,0,-0.254461,-78.524358,PICHINCHA,QUITO,QUITO,URBANA,2018-02-13,14:00:00,14,MARTES,2,FEBRERO,2,SI,BAJARSE O SUBIRSE DE VEHICULOS EN MOVIMIENTO SIN TOMAR LAS PRECAUCIONES DEBIDAS.,CAIDA DE PASAJERO,BUS,0,0,1,0,0,0,0,0,0,0,0,0,0,1,75,MUJER,LESIONADO,PASAJERO,NO,NO,0
10285,31959,31960,2018,1,0,-0.210974,-78.520538,PICHINCHA,QUITO,QUITO,URBANA,2018-02-13,14:00:00,14,MARTES,2,FEBRERO,2,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,MUJER,LESIONADO,PEATON,NO,NO,0
10286,31970,31971,2018,1,0,-0.442502,-78.607449,PICHINCHA,MEJIA,ALOAG,RURAL,2018-02-13,15:30:00,15,MARTES,2,FEBRERO,2,SI,"CONDICIONES AMBIENTALES Y/O ATMOSFERICAS (NIEBLA, NEBLINA, GRANIZO, LLUVIA).",CHOQUE LATERAL,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,1,2,66,MUJER,LESIONADO,PASAJERO,NO,NO,3
10287,31976,31977,2018,1,0,-0.190062,-78.511991,PICHINCHA,QUITO,QUITO,URBANA,2018-02-13,16:20:00,16,MARTES,2,FEBRERO,2,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CAIDA DE PASAJERO,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21,MUJER,LESIONADO,PASAJERO,NO,NO,0
10288,31988,31989,2018,1,0,-0.102331,-78.491307,PICHINCHA,QUITO,QUITO,URBANA,2018-02-13,19:32:00,19,MARTES,2,FEBRERO,2,SI,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,31,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
10289,31994,31995,2018,0,0,-0.442425,-78.672683,PICHINCHA,MEJIA,ALOAG,RURAL,2018-02-13,20:30:00,20,MARTES,2,FEBRERO,2,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE FRONTAL,VEHICULO DEPORTIVO UTILITARIO,0,0,0,0,1,0,0,0,0,0,0,0,1,2,46,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
10290,31995,31996,2018,0,0,-0.443677,-78.768243,PICHINCHA,MEJIA,MANUEL CORNEJO ASTORGA,RURAL,2018-02-13,20:30:00,20,MARTES,2,FEBRERO,2,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE FRONTAL,VEHICULO DEPORTIVO UTILITARIO,0,0,0,0,1,0,0,0,0,0,0,0,1,2,46,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
10291,32016,32017,2018,1,0,-0.212824,-78.402686,PICHINCHA,QUITO,TUMBACO,URBANA,2018-02-14,06:00:00,6,MIERCOLES,3,FEBRERO,2,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,32,MUJER,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
10292,32023,32024,2018,1,0,-0.172501,-78.496904,PICHINCHA,QUITO,QUITO,URBANA,2018-02-14,09:45:00,9,MIERCOLES,3,FEBRERO,2,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,33,HOMBRE,LESIONADO,PASAJERO,NO,NO,0
10293,32024,32025,2018,0,0,-0.202586,-78.502219,PICHINCHA,QUITO,QUITO,URBANA,2018-02-14,09:50:00,9,MIERCOLES,3,FEBRERO,2,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",OTROS,MOTOCICLETA,0,0,0,0,0,0,0,0,1,1,0,0,0,2,25,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
10294,32027,32028,2018,1,0,-0.241962,-78.523121,PICHINCHA,QUITO,QUITO,URBANA,2018-02-14,11:45:00,11,MIERCOLES,3,FEBRERO,2,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20,MUJER,LESIONADO,PEATON,NO,NO,0
10295,32037,32038,2018,0,0,-0.242893,-78.526686,PICHINCHA,QUITO,QUITO,URBANA,2018-02-14,16:15:00,16,MIERCOLES,3,FEBRERO,2,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE FRONTAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,65,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
10296,32045,32046,2018,0,0,-0.209795,-78.404284,PICHINCHA,QUITO,TUMBACO,URBANA,2018-02-14,17:40:00,17,MIERCOLES,3,FEBRERO,2,NO,"FALLA MECANICA EN LOS SISTEMAS Y/O NEUMATICOS (SISTEMA DE FRENOS, DIRECCION, ELECTRONICO O MECANICO).",CHOQUE POSTERIOR,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,39,MUJER,ILESO,CONDUCTOR PRESENTE,NO,NO,0
10297,32046,32047,2018,0,0,-0.105583,-78.499743,PICHINCHA,QUITO,QUITO,URBANA,2018-02-14,17:50:00,17,MIERCOLES,3,FEBRERO,2,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE POSTERIOR,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,52,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
10298,32048,32049,2018,1,0,-0.228097,-78.506915,PICHINCHA,QUITO,QUITO,URBANA,2018-02-14,18:00:00,18,MIERCOLES,3,FEBRERO,2,NO,"CONDICIONES AMBIENTALES Y/O ATMOSFERICAS (NIEBLA, NEBLINA, GRANIZO, LLUVIA).",CAIDA DE PASAJERO,BUS,0,0,1,0,0,0,0,0,0,0,0,0,0,1,28,HOMBRE,LESIONADO,PASAJERO,NO,NO,0
10299,32049,32050,2018,1,0,-0.091585,-78.439052,PICHINCHA,QUITO,CALDERON (CARAPUNGO),URBANA,2018-02-14,18:20:00,18,MIERCOLES,3,FEBRERO,2,NO,"ADELANTAR O REBASAR A OTRO VEHICULO EN MOVIMIENTO EN ZONAS O SITIOS PELIGROSOS TALES COMO: CURVAS, PUENTES, TUNELES, PENDIENTES, ETC.",ROZAMIENTOS,AUTOMOVIL,1,0,1,0,0,0,0,0,0,0,0,0,0,2,17,HOMBRE,LESIONADO,PASAJERO,NO,NO,0
10300,32053,32054,2018,0,1,-0.042021,-78.292751,PICHINCHA,QUITO,GUAYLLABAMBA,RURAL,2018-02-14,19:30:00,19,MIERCOLES,3,FEBRERO,2,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,78,HOMBRE,FALLECIDO,PEATON,NO,NO,3
10301,32054,32055,2018,1,0,-0.306567,-78.567794,PICHINCHA,QUITO,QUITO,URBANA,2018-02-14,19:40:00,19,MIERCOLES,3,FEBRERO,2,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,MUJER,LESIONADO,PEATON,NO,NO,0
10302,32055,32056,2018,0,0,-0.162212,-78.498049,PICHINCHA,QUITO,QUITO,URBANA,2018-02-14,19:42:00,19,MIERCOLES,3,FEBRERO,2,NO,"CONDICIONES AMBIENTALES Y/O ATMOSFERICAS (NIEBLA, NEBLINA, GRANIZO, LLUVIA).",CHOQUE POSTERIOR,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,22,MUJER,ILESO,CONDUCTOR PRESENTE,NO,NO,0
10303,32064,32065,2018,2,0,-0.501326,-78.572634,PICHINCHA,MEJIA,MACHACHI,RURAL,2018-02-14,22:20:00,22,MIERCOLES,3,FEBRERO,2,NO,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,CHOQUE LATERAL,MOTOCICLETA,1,0,0,0,0,0,0,0,1,0,0,0,0,2,28,HOMBRE,LESIONADO,PASAJERO,NO,NO,3
10304,32070,32071,2018,3,0,-0.101492,-78.468991,PICHINCHA,QUITO,QUITO,URBANA,2018-02-15,01:05:00,1,JUEVES,4,FEBRERO,2,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,28,MUJER,LESIONADO,PASAJERO,NO,NO,0
10305,32072,32073,2018,1,0,-0.295741,-78.455401,PICHINCHA,QUITO,ALANGASI,URBANA,2018-02-15,04:00:00,4,JUEVES,4,FEBRERO,2,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE POSTERIOR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,37,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
10306,32073,32074,2018,0,0,-0.501438,-78.572626,PICHINCHA,MEJIA,MACHACHI,RURAL,2018-02-15,05:50:00,5,JUEVES,4,FEBRERO,2,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,AUTOMOVIL,1,0,0,1,0,0,0,0,0,0,0,0,0,2,49,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
10307,32074,32075,2018,0,0,-0.252561,-78.523092,PICHINCHA,QUITO,QUITO,URBANA,2018-02-15,06:00:00,6,JUEVES,4,FEBRERO,2,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE POSTERIOR,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,21,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
10308,32075,32076,2018,1,0,-0.077438,-78.464416,PICHINCHA,QUITO,QUITO,URBANA,2018-02-15,06:50:00,6,JUEVES,4,FEBRERO,2,NO,"CONDUCIR EN ESTADO DE SOMNOLENCIA O MALAS CONDICIONES FISICAS (SUENIO, CANSANCIO Y FATIGA).",ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,73,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
10309,32077,32078,2018,1,0,-0.281857,-78.524431,PICHINCHA,QUITO,QUITO,URBANA,2018-02-15,07:14:00,7,JUEVES,4,FEBRERO,2,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,CHOQUE LATERAL,MOTOCICLETA,1,0,0,0,0,0,0,0,1,0,0,0,0,2,39,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
10310,32080,32081,2018,1,0,-0.246102,-78.522914,PICHINCHA,QUITO,QUITO,URBANA,2018-02-15,08:30:00,8,JUEVES,4,FEBRERO,2,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,MOTOCICLETA,1,0,0,0,0,0,0,0,1,0,0,0,0,2,30,MUJER,LESIONADO,PASAJERO,NO,NO,0
10311,32081,32082,2018,0,0,-0.338134,-78.866572,PICHINCHA,MEJIA,MANUEL CORNEJO ASTORGA,RURAL,2018-02-15,10:00:00,10,JUEVES,4,FEBRERO,2,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE FRONTAL,CAMION,2,0,0,1,0,0,0,0,0,0,0,0,0,3,37,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
10312,32082,32083,2018,1,0,-0.270855,-78.538095,PICHINCHA,QUITO,QUITO,URBANA,2018-02-15,10:25:00,10,JUEVES,4,FEBRERO,2,NO,"PRESENCIA DE AGENTES EXTERNOS EN LA VIA (AGUA, ACEITE, PIEDRA, LASTRE, ESCOMBROS, MADEROS, ETC.).",VOLCAMIENTOS,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
10313,32084,32085,2018,0,1,-0.124031,-78.301251,PICHINCHA,QUITO,EL QUINCHE,URBANA,2018-02-15,11:36:00,11,JUEVES,4,FEBRERO,2,NO,PEATON QUE CRUZA LA CALZADA SIN RESPETAR LA SENIALIZACION EXISTENTE (SEMAFOROS O SENIALES MANUALES).,ARROLLAMIENTOS,CAMIONETA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,59,MUJER,FALLECIDO,CONDUCTOR PRESENTE,NO,NO,0
10314,32085,32086,2018,1,0,-0.239082,-78.523432,PICHINCHA,QUITO,QUITO,URBANA,2018-02-15,11:40:00,11,JUEVES,4,FEBRERO,2,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ATROPELLOS,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,22,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
10315,32090,32091,2018,0,0,-0.180545,-78.504549,PICHINCHA,QUITO,QUITO,URBANA,2018-02-15,14:30:00,14,JUEVES,4,FEBRERO,2,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,30,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
10316,32094,32095,2018,1,0,-0.172247,-78.492393,PICHINCHA,QUITO,QUITO,URBANA,2018-02-15,15:30:00,15,JUEVES,4,FEBRERO,2,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
10317,32099,32100,2018,1,0,-0.228097,-78.506915,PICHINCHA,QUITO,QUITO,URBANA,2018-02-15,17:42:00,17,JUEVES,4,FEBRERO,2,NO,PEATON QUE CRUZA LA CALZADA SIN RESPETAR LA SENIALIZACION EXISTENTE (SEMAFOROS O SENIALES MANUALES).,ATROPELLOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,HOMBRE,LESIONADO,PEATON,NO,NO,0
10318,32102,32103,2018,0,0,-0.233692,-78.523044,PICHINCHA,QUITO,QUITO,URBANA,2018-02-15,18:20:00,18,JUEVES,4,FEBRERO,2,NO,DANIOS MECANICOS PREVISIBLES.,COLISION,CAMION,0,0,0,1,2,0,0,0,0,0,0,0,0,3,24,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
10319,32103,32104,2018,0,0,-0.185884,-78.453561,PICHINCHA,QUITO,NAYON,URBANA,2018-02-15,18:25:00,18,JUEVES,4,FEBRERO,2,NO,"ADELANTAR O REBASAR A OTRO VEHICULO EN MOVIMIENTO EN ZONAS O SITIOS PELIGROSOS TALES COMO: CURVAS, PUENTES, TUNELES, PENDIENTES, ETC.",CHOQUE LATERAL,CAMION,1,0,0,1,0,0,0,0,0,0,0,0,0,2,39,MUJER,ILESO,CONDUCTOR PRESENTE,NO,NO,0
10320,32105,32106,2018,0,0,-0.142041,-78.443217,PICHINCHA,QUITO,LLANO CHICO,URBANA,2018-02-15,18:52:00,18,JUEVES,4,FEBRERO,2,NO,"CONDICIONES AMBIENTALES Y/O ATMOSFERICAS (NIEBLA, NEBLINA, GRANIZO, LLUVIA).",COLISION,AUTOMOVIL,3,0,0,0,0,0,0,0,0,0,0,0,0,3,37,MUJER,ILESO,CONDUCTOR PRESENTE,NO,NO,0
10321,32107,32108,2018,0,0,-0.451731,-78.560215,PICHINCHA,MEJIA,ALOAG,RURAL,2018-02-15,19:00:00,19,JUEVES,4,FEBRERO,2,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,27,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
10322,32108,32109,2018,0,1,-0.410559,-78.547634,PICHINCHA,MEJIA,TAMBILLO (MEJIA),RURAL,2018-02-15,19:20:00,19,JUEVES,4,FEBRERO,2,NO,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,ATROPELLOS,VEHICULO DEPORTIVO UTILITARIO,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37,HOMBRE,FALLECIDO,PEATON,NO,NO,3
10323,32109,32110,2018,0,0,-0.144705,-78.476851,PICHINCHA,QUITO,QUITO,URBANA,2018-02-15,19:46:00,19,JUEVES,4,FEBRERO,2,NO,"FALLA MECANICA EN LOS SISTEMAS Y/O NEUMATICOS (SISTEMA DE FRENOS, DIRECCION, ELECTRONICO O MECANICO).",CHOQUE LATERAL,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23,MUJER,ILESO,CONDUCTOR PRESENTE,NO,NO,0
10324,32110,32111,2018,0,0,-0.109351,-78.458267,PICHINCHA,QUITO,CALDERON (CARAPUNGO),URBANA,2018-02-15,19:55:00,19,JUEVES,4,FEBRERO,2,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE POSTERIOR,CAMIONETA,1,0,0,0,1,0,0,0,0,0,0,0,0,2,42,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
10325,32111,32112,2018,1,0,-0.121443,-78.466037,PICHINCHA,QUITO,QUITO,URBANA,2018-02-15,20:25:00,20,JUEVES,4,FEBRERO,2,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,68,MUJER,LESIONADO,PEATON,NO,NO,0
10326,32113,32114,2018,1,0,-0.146272,-78.475036,PICHINCHA,QUITO,QUITO,URBANA,2018-02-15,20:30:00,20,JUEVES,4,FEBRERO,2,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,37,MUJER,LESIONADO,PASAJERO,NO,NO,0
10327,32117,32118,2018,1,0,-0.159741,-78.487909,PICHINCHA,QUITO,QUITO,URBANA,2018-02-15,21:05:00,21,JUEVES,4,FEBRERO,2,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,MUJER,LESIONADO,PASAJERO,NO,NO,0
