,Unnamed: 0,ID,ANIO,LESIONADOS,FALLECIDOS,LATITUD_Y,LONGITUD_X,PROVINCIA,CANTON,PARROQUIA,ZONA,FECHA,HORA,PERIODO_2,DIA_1,DIA_2,MES_1,MES_2,FERIADO,CAUSA_PROBABLE,TIPO_DE_SINIESTRO,TIPO_DE_VEHICULO_1,AUTOMOVIL,BICICLETA,BUS,CAMION,CAMIONETA,EMERGENCIAS,ESPECIAL,FURGONETA,MOTOCICLETA,NO_IDENTIFICADO,SCOOTER_ELECTRICO,TRICIMOTO,VEHICULO_DEPORTIVO_UTILITARIO,SUMA_DE_VEHICULOS,EDAD_1,SEXO_1,CONDICION_1,PARTICIPANTE_1,CASCO_1,CINTURON_1,KMeans_Cluster
0,0,1,2017,1,0,-0.083501,-78.417742,PICHINCHA,QUITO,CALDERON (CARAPUNGO),RURAL,2017-01-01,00:15:00,0,DOMINGO,7,ENERO,1,SI,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,36,MUJER,LESIONADO,PEATON,NO,NO,3
1,3,4,2017,0,0,-0.116059,-78.464188,PICHINCHA,QUITO,QUITO,RURAL,2017-01-01,00:25:00,0,DOMINGO,7,ENERO,1,SI,"CONDUCIR EN ESTADO DE SOMNOLENCIA O MALAS CONDICIONES FISICAS (SUENIO, CANSANCIO Y FATIGA).",ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR AUSENTE,NO,NO,2
2,4,5,2017,0,0,-0.239721,-78.512058,PICHINCHA,QUITO,QUITO,URBANA,2017-01-01,00:30:00,0,DOMINGO,7,ENERO,1,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CAIDA DE PASAJERO,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,HOMBRE,ILESO,PASAJERO,NO,NO,0
3,5,6,2017,0,0,-0.116354,-78.465037,PICHINCHA,QUITO,QUITO,URBANA,2017-01-01,00:30:00,0,DOMINGO,7,ENERO,1,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,BUS,1,0,1,0,0,0,0,0,0,0,0,0,1,3,36,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
4,11,12,2017,0,0,-0.242463,-78.482784,PICHINCHA,QUITO,QUITO,RURAL,2017-01-01,03:28:00,3,DOMINGO,7,ENERO,1,SI,"CONDUCIR EN ESTADO DE SOMNOLENCIA O MALAS CONDICIONES FISICAS (SUENIO, CANSANCIO Y FATIGA).",ESTRELLAMIENTOS,CAMIONETA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR AUSENTE,NO,NO,2
5,16,17,2017,0,0,-0.218381,-78.521483,PICHINCHA,QUITO,QUITO,URBANA,2017-01-01,04:00:00,4,DOMINGO,7,ENERO,1,SI,"CONDUCIR EN ESTADO DE SOMNOLENCIA O MALAS CONDICIONES FISICAS (SUENIO, CANSANCIO Y FATIGA).",ESTRELLAMIENTOS,CAMIONETA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR AUSENTE,NO,NO,2
6,18,19,2017,0,0,-0.104624,-78.491611,PICHINCHA,QUITO,QUITO,URBANA,2017-01-01,04:48:00,4,DOMINGO,7,ENERO,1,SI,"CONDUCIR EN ESTADO DE SOMNOLENCIA O MALAS CONDICIONES FISICAS (SUENIO, CANSANCIO Y FATIGA).",ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR AUSENTE,NO,NO,2
7,19,20,2017,0,1,-0.130542,-78.310081,PICHINCHA,QUITO,CHECA (CHILPA),RURAL,2017-01-01,04:50:00,4,DOMINGO,7,ENERO,1,SI,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,CHOQUE FRONTAL,MOTOCICLETA,1,0,0,0,0,0,0,0,1,0,0,0,0,2,42,HOMBRE,FALLECIDO,CONDUCTOR PRESENTE,NO,NO,3
8,25,26,2017,0,0,-0.246849,-78.532226,PICHINCHA,QUITO,QUITO,URBANA,2017-01-01,05:25:00,5,DOMINGO,7,ENERO,1,SI,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,54,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
9,26,27,2017,0,0,-0.053642,-78.327161,PICHINCHA,QUITO,GUAYLLABAMBA,RURAL,2017-01-01,05:30:00,5,DOMINGO,7,ENERO,1,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,1,2,44,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
10,33,34,2017,1,0,-0.106206,-78.303415,PICHINCHA,QUITO,EL QUINCHE,RURAL,2017-01-01,06:20:00,6,DOMINGO,7,ENERO,1,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CAIDA DE PASAJERO,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26,HOMBRE,LESIONADO,PASAJERO,NO,NO,3
11,36,37,2017,0,0,-0.197727,-78.500219,PICHINCHA,QUITO,QUITO,URBANA,2017-01-01,06:33:00,6,DOMINGO,7,ENERO,1,SI,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,19,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
12,43,44,2017,0,0,-0.245472,-78.494917,PICHINCHA,QUITO,QUITO,URBANA,2017-01-01,07:25:00,7,DOMINGO,7,ENERO,1,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,VEHICULO DEPORTIVO UTILITARIO,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR AUSENTE,NO,NO,2
13,52,53,2017,2,0,-0.089881,-78.517157,PICHINCHA,QUITO,QUITO,URBANA,2017-01-01,08:25:00,8,DOMINGO,7,ENERO,1,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17,MUJER,LESIONADO,PEATON,NO,NO,0
14,54,55,2017,1,0,-0.320272,-78.473579,PICHINCHA,QUITO,CONOCOTO,RURAL,2017-01-01,08:30:00,8,DOMINGO,7,ENERO,1,SI,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,MOTOCICLETA,0,0,0,0,0,0,0,0,1,1,0,0,0,2,36,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,3
15,55,56,2017,1,0,-0.193811,-78.494168,PICHINCHA,QUITO,QUITO,URBANA,2017-01-01,08:30:00,8,DOMINGO,7,ENERO,1,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,VEHICULO DEPORTIVO UTILITARIO,0,0,0,0,1,0,0,0,0,0,0,0,1,2,52,HOMBRE,LESIONADO,PASAJERO,NO,NO,0
16,57,58,2017,0,1,-0.280982,-78.516477,PICHINCHA,QUITO,QUITO,URBANA,2017-01-01,08:50:00,8,DOMINGO,7,ENERO,1,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21,HOMBRE,FALLECIDO,CONDUCTOR PRESENTE,NO,NO,0
17,59,60,2017,1,0,-0.299348,-78.542062,PICHINCHA,QUITO,QUITO,URBANA,2017-01-01,09:20:00,9,DOMINGO,7,ENERO,1,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE PISTA,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20,MUJER,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
18,63,64,2017,1,0,-0.231506,-78.492987,PICHINCHA,QUITO,QUITO,URBANA,2017-01-01,09:45:00,9,DOMINGO,7,ENERO,1,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,87,MUJER,LESIONADO,PASAJERO,NO,NO,0
19,64,65,2017,0,0,-0.120424,-78.415686,PICHINCHA,QUITO,CALDERON (CARAPUNGO),RURAL,2017-01-01,09:46:00,9,DOMINGO,7,ENERO,1,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE POSTERIOR,VEHICULO DEPORTIVO UTILITARIO,1,0,0,0,0,0,0,0,0,0,0,0,1,2,21,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
20,73,74,2017,0,0,-0.271125,-78.551998,PICHINCHA,QUITO,QUITO,URBANA,2017-01-01,11:50:00,11,DOMINGO,7,ENERO,1,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,AUTOMOVIL,1,0,0,0,1,0,0,0,0,0,0,0,0,2,26,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
21,77,78,2017,0,0,-0.336831,-78.445186,PICHINCHA,RUMINIAHUI,SANGOLQUI,URBANA,2017-01-01,12:25:00,12,DOMINGO,7,ENERO,1,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE POSTERIOR,AUTOMOVIL,2,0,1,0,0,0,0,0,0,0,0,0,0,3,35,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
22,89,90,2017,1,0,-0.190933,-78.480366,PICHINCHA,QUITO,QUITO,RURAL,2017-01-01,14:00:00,14,DOMINGO,7,ENERO,1,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,VOLCAMIENTOS,VEHICULO DEPORTIVO UTILITARIO,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,3
23,93,94,2017,1,0,-0.281463,-78.581516,PICHINCHA,QUITO,QUITO,URBANA,2017-01-01,14:45:00,14,DOMINGO,7,ENERO,1,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,VOLCAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,32,HOMBRE,LESIONADO,PASAJERO,NO,NO,0
24,96,97,2017,0,0,-0.185623,-78.343085,PICHINCHA,QUITO,TABABELA,RURAL,2017-01-01,15:30:00,15,DOMINGO,7,ENERO,1,SI,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,FURGONETA,1,0,0,0,0,0,0,1,0,0,0,0,0,2,32,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
25,108,109,2017,0,0,-0.243922,-78.539909,PICHINCHA,QUITO,QUITO,RURAL,2017-01-01,16:35:00,16,DOMINGO,7,ENERO,1,SI,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,49,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
26,111,112,2017,1,0,-0.186821,-78.495531,PICHINCHA,QUITO,QUITO,URBANA,2017-01-01,16:45:00,16,DOMINGO,7,ENERO,1,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20,HOMBRE,LESIONADO,PEATON,NO,NO,0
27,124,125,2017,0,0,-0.336412,-78.544583,PICHINCHA,QUITO,QUITO,URBANA,2017-01-01,18:30:00,18,DOMINGO,7,ENERO,1,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR AUSENTE,NO,NO,2
28,153,154,2017,0,0,0.047853,-78.217284,PICHINCHA,PEDRO MONCAYO,TABACUNDO,URBANA,2017-01-02,02:00:00,2,LUNES,1,ENERO,1,SI,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,ESTRELLAMIENTOS,FURGONETA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,32,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,SI,0
29,177,178,2017,0,0,-0.018161,-78.486655,PICHINCHA,QUITO,CALACALI,URBANA,2017-01-02,13:20:00,13,LUNES,1,ENERO,1,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,VOLCAMIENTOS,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,23,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
30,180,181,2017,1,0,-0.206518,-78.494387,PICHINCHA,QUITO,QUITO,URBANA,2017-01-02,13:32:00,13,LUNES,1,ENERO,1,SI,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,MOTOCICLETA,1,0,0,0,0,0,0,0,1,0,0,0,0,2,41,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
31,188,189,2017,1,0,-0.219191,-78.527246,PICHINCHA,QUITO,QUITO,URBANA,2017-01-02,15:15:00,15,LUNES,1,ENERO,1,SI,DEJAR O RECOGER PASAJEROS EN LUGARES NO PERMITIDOS.,CAIDA DE PASAJERO,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22,HOMBRE,LESIONADO,PASAJERO,NO,NO,0
32,192,193,2017,1,0,-0.411151,-78.547827,PICHINCHA,MEJIA,TAMBILLO (MEJIA),RURAL,2017-01-02,16:30:00,16,LUNES,1,ENERO,1,SI,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ATROPELLOS,VEHICULO DEPORTIVO UTILITARIO,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,MUJER,LESIONADO,PEATON,NO,NO,3
33,198,199,2017,1,0,-0.211161,-78.520203,PICHINCHA,QUITO,QUITO,URBANA,2017-01-02,17:30:00,17,LUNES,1,ENERO,1,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27,HOMBRE,LESIONADO,PEATON,NO,NO,0
34,202,203,2017,0,0,-0.188466,-78.499692,PICHINCHA,QUITO,QUITO,URBANA,2017-01-02,18:10:00,18,LUNES,1,ENERO,1,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,VEHICULO DEPORTIVO UTILITARIO,1,0,0,0,0,0,0,0,0,0,0,0,1,2,60,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
35,207,208,2017,0,0,-0.352902,-78.555201,PICHINCHA,QUITO,QUITO,URBANA,2017-01-02,19:00:00,19,LUNES,1,ENERO,1,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,23,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
36,217,218,2017,1,0,-0.197555,-78.500083,PICHINCHA,QUITO,QUITO,URBANA,2017-01-02,22:25:00,22,LUNES,1,ENERO,1,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,MUJER,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
37,229,230,2017,0,0,-0.240751,-78.524817,PICHINCHA,QUITO,QUITO,URBANA,2017-01-03,06:05:00,6,MARTES,2,ENERO,1,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25,MUJER,ILESO,CONDUCTOR PRESENTE,NO,NO,0
38,231,232,2017,0,0,-0.275327,-78.535791,PICHINCHA,QUITO,QUITO,URBANA,2017-01-03,07:00:00,7,MARTES,2,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,MOTOCICLETA,1,0,0,0,0,0,0,0,1,0,0,0,0,2,19,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
39,232,233,2017,0,0,-0.088841,-78.439915,PICHINCHA,QUITO,CALDERON (CARAPUNGO),RURAL,2017-01-03,07:10:00,7,MARTES,2,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,AUTOMOVIL,1,0,0,0,0,0,0,0,1,0,0,0,0,2,23,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
40,236,237,2017,0,0,-0.291321,-78.559411,PICHINCHA,QUITO,QUITO,URBANA,2017-01-03,07:50:00,7,MARTES,2,ENERO,1,NO,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,OTROS,BUS,0,0,1,0,1,0,0,0,0,0,0,0,0,2,38,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
41,239,240,2017,0,0,-0.222563,-78.513543,PICHINCHA,QUITO,QUITO,URBANA,2017-01-03,09:30:00,9,MARTES,2,ENERO,1,NO,PEATON QUE CRUZA LA CALZADA SIN RESPETAR LA SENIALIZACION EXISTENTE (SEMAFOROS O SENIALES MANUALES).,ATROPELLOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,42,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
42,241,242,2017,0,0,-0.188909,-78.498874,PICHINCHA,QUITO,QUITO,URBANA,2017-01-03,10:00:00,10,MARTES,2,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,1,2,56,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
43,244,245,2017,1,0,-0.181249,-78.505204,PICHINCHA,QUITO,QUITO,URBANA,2017-01-03,10:30:00,10,MARTES,2,ENERO,1,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,PERDIDA DE PISTA,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,22,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
44,245,246,2017,1,0,-0.290812,-78.474434,PICHINCHA,QUITO,CONOCOTO,RURAL,2017-01-03,11:05:00,11,MARTES,2,ENERO,1,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,MOTOCICLETA,1,0,0,0,0,0,0,0,1,0,0,0,0,2,19,MUJER,LESIONADO,PASAJERO,NO,NO,3
45,248,249,2017,1,0,-0.218791,-78.485251,PICHINCHA,QUITO,QUITO,URBANA,2017-01-03,12:25:00,12,MARTES,2,ENERO,1,NO,PEATON QUE CRUZA LA CALZADA SIN RESPETAR LA SENIALIZACION EXISTENTE (SEMAFOROS O SENIALES MANUALES).,ATROPELLOS,FURGONETA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,MUJER,LESIONADO,PEATON,NO,NO,0
46,254,255,2017,0,0,-0.105373,-78.462381,PICHINCHA,QUITO,QUITO,RURAL,2017-01-03,14:30:00,14,MARTES,2,ENERO,1,NO,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,ROZAMIENTOS,AUTOMOVIL,1,0,0,1,0,0,0,0,0,0,0,0,0,2,30,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
47,257,258,2017,2,0,-0.148511,-78.477445,PICHINCHA,QUITO,QUITO,URBANA,2017-01-03,15:15:00,15,MARTES,2,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,AUTOMOVIL,4,0,0,0,0,0,0,0,0,0,0,0,0,4,42,HOMBRE,LESIONADO,PASAJERO,NO,NO,0
48,260,261,2017,0,0,0.044841,-78.210918,PICHINCHA,PEDRO MONCAYO,TABACUNDO,URBANA,2017-01-03,16:05:00,16,MARTES,2,ENERO,1,NO,"CASO FORTUITO O FUERZA MAYOR (EXPLOSION DE NEUMATICO NUEVO, DERRUMBE, INUNDACION, CAIDA DE PUENTE, ARBOL, PRESENCIA INTEMPESTIVA E IMPREVISTA DE SEMOVIENTES EN LA VIA, ETC.).",OTROS,MOTOCICLETA,1,0,0,0,0,0,0,0,1,0,0,0,0,2,-1,HOMBRE,ILESO,PASAJERO,NO,NO,0
49,268,269,2017,1,1,0.046091,-78.205345,PICHINCHA,PEDRO MONCAYO,TABACUNDO,URBANA,2017-01-03,17:30:00,17,MARTES,2,ENERO,1,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ATROPELLOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MUJER,FALLECIDO,PEATON,NO,NO,0
50,270,271,2017,0,0,-0.254638,-78.522355,PICHINCHA,QUITO,QUITO,URBANA,2017-01-03,17:56:00,17,MARTES,2,ENERO,1,NO,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,COLISION,CAMIONETA,1,0,0,0,2,0,0,0,0,0,0,0,1,4,27,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
51,272,273,2017,0,0,-0.074335,-78.465844,PICHINCHA,QUITO,QUITO,URBANA,2017-01-03,18:30:00,18,MARTES,2,ENERO,1,NO,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,ROZAMIENTOS,BICICLETA,0,1,0,0,0,0,0,0,0,1,0,0,0,2,10,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
52,274,275,2017,0,0,-0.196549,-78.466955,PICHINCHA,QUITO,QUITO,RURAL,2017-01-03,18:45:00,18,MARTES,2,ENERO,1,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,1,2,32,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
53,275,276,2017,1,0,-0.105779,-78.462379,PICHINCHA,QUITO,QUITO,RURAL,2017-01-03,18:50:00,18,MARTES,2,ENERO,1,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,VEHICULO DEPORTIVO UTILITARIO,0,0,0,0,0,0,0,0,1,0,0,0,1,2,48,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,3
54,280,281,2017,1,0,-0.283709,-78.544369,PICHINCHA,QUITO,QUITO,URBANA,2017-01-03,20:00:00,20,MARTES,2,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,BUS,0,0,1,0,0,0,0,0,0,0,0,0,0,1,87,HOMBRE,LESIONADO,PEATON,NO,NO,0
55,283,284,2017,0,0,-0.105373,-78.462381,PICHINCHA,QUITO,QUITO,RURAL,2017-01-03,21:00:00,21,MARTES,2,ENERO,1,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,1,2,27,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
56,293,294,2017,1,0,-0.232366,-78.503038,PICHINCHA,QUITO,QUITO,URBANA,2017-01-04,05:40:00,5,MIERCOLES,3,ENERO,1,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,COLISION,BUS,1,0,1,0,0,0,0,0,1,0,0,0,1,4,27,MUJER,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
57,299,300,2017,0,0,-0.116075,-78.496663,PICHINCHA,QUITO,QUITO,URBANA,2017-01-04,06:40:00,6,MIERCOLES,3,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,AUTOMOVIL,1,0,0,0,0,0,0,0,0,1,0,0,0,2,66,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
